city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Squirrel Mountain Valley,Squirrel Mountain Valley,CA,California,6029,Kern,6029,Kern,35.6175,-118.4047,1339,287,polygon,FALSE,FALSE,America/Los_Angeles,3,93240,1840112791
Woodlands,Woodlands,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.0289,-120.5524,1494,349,polygon,FALSE,TRUE,America/Los_Angeles,3,93444,1840114703
Tuolumne City,Tuolumne City,CA,California,6109,Tuolumne,6109,Tuolumne,37.9615,-120.2428,1372,227,polygon,FALSE,FALSE,America/Los_Angeles,3,95379,1840113308
Seville,Seville,CA,California,6107,Tulare,6107,Tulare,36.4856,-119.2247,565,342,polygon,FALSE,FALSE,America/Los_Angeles,3,93292 93670,1840116507
Shasta,Shasta,CA,California,6089,Shasta,6089,Shasta,40.5911,-122.4797,1776,62,polygon,FALSE,FALSE,America/Los_Angeles,3,96001 96087,1840114654
San Fernando,San Fernando,CA,California,6037,Los Angeles,6037,Los Angeles,34.2886,-118.4363,24714,4019,polygon,FALSE,TRUE,America/Los_Angeles,2,91340 91341,1840105755
Lompoc,Lompoc,CA,California,6083,Santa Barbara,6083,Santa Barbara,34.6618,-120.4714,52856,1446,polygon,FALSE,TRUE,America/Los_Angeles,3,93436 93438,1840105729
South Gate,South Gate,CA,California,6037,Los Angeles,6037,Los Angeles,33.9448,-118.1926,95430,5091,polygon,FALSE,TRUE,America/Los_Angeles,2,90280,1840105763
Bolinas,Bolinas,CA,California,6041,Marin,6041,Marin,37.9177,-122.7095,1219,80,polygon,FALSE,FALSE,America/Los_Angeles,3,94924,1840111923
Norris Canyon,Norris Canyon,CA,California,6013,Contra Costa,6013,Contra Costa,37.7454,-121.9878,977,102,polygon,FALSE,TRUE,America/Los_Angeles,3,94583,1840114613
Hemet,Hemet,CA,California,6065,Riverside,6065,Riverside,33.7341,-116.9969,176892,1123,polygon,FALSE,TRUE,America/Los_Angeles,2,92545 92543 92546,1840105713
Chalfant,Chalfant,CA,California,6051,Mono,6051,Mono,37.5105,-118.375,981,13,polygon,FALSE,TRUE,America/Los_Angeles,3,93514,1840114493
Spaulding,Spaulding,CA,California,6035,Lassen,6035,Lassen,40.6556,-120.7863,124,14,polygon,FALSE,TRUE,America/Los_Angeles,3,96130,1840114667
Hamilton Branch,Hamilton Branch,CA,California,6063,Plumas,6063,Plumas,40.2772,-121.0961,627,223,polygon,FALSE,FALSE,America/Los_Angeles,3,96137,1840112374
Arbuckle,Arbuckle,CA,California,6011,Colusa,6011,Colusa,39.0141,-122.061,3548,778,polygon,FALSE,FALSE,America/Los_Angeles,3,95912,1840111809
Philo,Philo,CA,California,6045,Mendocino,6045,Mendocino,39.0657,-123.4452,246,46,polygon,FALSE,FALSE,America/Los_Angeles,3,95466 95415,1840117581
Lexington Hills,Lexington Hills,CA,California,6085,Santa Clara,6085,Santa Clara,37.1616,-121.9879,2531,207,polygon,FALSE,FALSE,America/Los_Angeles,3,95033 95026 95044,1840112614
Gazelle,Gazelle,CA,California,6093,Siskiyou,6093,Siskiyou,41.5137,-122.5215,42,27,polygon,FALSE,FALSE,America/Los_Angeles,3,96034,1840112317
Forbestown,Forbestown,CA,California,6007,Butte,6007,Butte,39.53,-121.2689,370,22,polygon,FALSE,FALSE,America/Los_Angeles,3,95941,1840117277
Loma Mar,Loma Mar,CA,California,6081,San Mateo,6081,San Mateo,37.2658,-122.3007,201,44,polygon,FALSE,FALSE,America/Los_Angeles,3,94021 94060,1840117560
Little Grass Valley,Little Grass Valley,CA,California,6063,Plumas,6063,Plumas,39.7252,-120.9591,0,0,polygon,FALSE,FALSE,America/Los_Angeles,3,95981,1840112626
Goshen,Goshen,CA,California,6107,Tulare,6107,Tulare,36.3518,-119.421,3561,773,polygon,FALSE,FALSE,America/Los_Angeles,3,93291 93227,1840112339
Antelope,Antelope,CA,California,6067,Sacramento,6067,Sacramento,38.7153,-121.361,47728,2695,polygon,FALSE,FALSE,America/Los_Angeles,2,95843,1840114455
Humboldt Hill,Humboldt Hill,CA,California,6023,Humboldt,6023,Humboldt,40.7219,-124.1987,4217,391,polygon,FALSE,FALSE,America/Los_Angeles,3,95503,1840112428
Guerneville,Guerneville,CA,California,6097,Sonoma,6097,Sonoma,38.5137,-122.9894,4570,181,polygon,FALSE,FALSE,America/Los_Angeles,3,95446 95471,1840112368
Fresno,Fresno,CA,California,6019,Fresno,6019,Fresno,36.7831,-119.7941,698021,1781,polygon,FALSE,TRUE,America/Los_Angeles,2,93730 93650 93702 93703 93701 93706 93704 93705 93728 93720 93721 93722 93726 93727 93711 93710 93707 93708 93709 93714 93715 93716 93717 93718 93724 93729 93737 93740 93744 93745 93750 93755 93760 93761 93764 93765 93771 93772 93774 93775 93776 93777 93778 93779 93790 93791 93792 93793 93794 93844,1840011462
East Foothills,East Foothills,CA,California,6085,Santa Clara,6085,Santa Clara,37.3827,-121.8138,6405,1169,polygon,FALSE,FALSE,America/Los_Angeles,3,95127,1840112704
North El Monte,North El Monte,CA,California,6037,Los Angeles,6037,Los Angeles,34.1029,-118.0239,3832,3495,polygon,FALSE,FALSE,America/Los_Angeles,2,91780 91006,1840112920
Union City,Union City,CA,California,6001,Alameda,6001,Alameda,37.603,-122.0187,75343,1499,polygon,FALSE,TRUE,America/Los_Angeles,3,94587,1840010721
Walnut,Walnut,CA,California,6037,Los Angeles,6037,Los Angeles,34.0334,-117.8593,30199,1296,polygon,FALSE,TRUE,America/Los_Angeles,3,91789 91788,1840105771
El Granada,El Granada,CA,California,6081,San Mateo,6081,San Mateo,37.5134,-122.466,6286,502,polygon,FALSE,FALSE,America/Los_Angeles,3,94019 94018,1840112095
Orange,Orange,CA,California,6059,Orange,6059,Orange,33.8038,-117.8218,140560,2114,polygon,FALSE,TRUE,America/Los_Angeles,2,92868 92869 92866 92867 92865 92856 92857 92863 92864,1840105740
Deer Park,Deer Park,CA,California,6055,Napa,6055,Napa,38.5361,-122.4679,1149,78,polygon,FALSE,FALSE,America/Los_Angeles,3,94508 94574 94576,1840112653
Bradley,Bradley,CA,California,6053,Monterey,6053,Monterey,35.8628,-120.8042,149,669,polygon,FALSE,FALSE,America/Los_Angeles,3,93426,1840111945
Buena Park,Buena Park,CA,California,6059,Orange,6059,Orange,33.8572,-118.0046,83015,3047,polygon,FALSE,TRUE,America/Los_Angeles,2,90621 90620 90622 90624,1840105678
Fort Bidwell,Fort Bidwell,CA,California,6049,Modoc,6049,Modoc,41.8629,-120.1589,223,26,polygon,FALSE,FALSE,America/Los_Angeles,3,96112,1840114534
Citrus,Citrus,CA,California,6037,Los Angeles,6037,Los Angeles,34.1161,-117.889,11489,5001,polygon,FALSE,FALSE,America/Los_Angeles,2,91722 91702,1840111690
Camino,Camino,CA,California,6017,El Dorado,6017,El Dorado,38.7412,-120.6814,1652,283,polygon,FALSE,FALSE,America/Los_Angeles,3,95709,1840114481
Newman,Newman,CA,California,6099,Stanislaus,6099,Stanislaus,37.3157,-121.0211,11360,2127,polygon,FALSE,TRUE,America/Los_Angeles,2,95360,1840011427
Loma Linda,Loma Linda,CA,California,6071,San Bernardino,6071,San Bernardino,34.0451,-117.2498,24196,1220,polygon,FALSE,TRUE,America/Los_Angeles,3,92354 92324 92373 92318 92350 92357,1840107573
River Pines,River Pines,CA,California,6005,Amador,6005,Amador,38.5454,-120.7475,452,477,polygon,FALSE,FALSE,America/Los_Angeles,3,95675,1840116631
Garden Farms,Garden Farms,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.4158,-120.614,279,98,polygon,FALSE,FALSE,America/Los_Angeles,3,93422,1840114542
Moskowite Corner,Moskowite Corner,CA,California,6065,Riverside,6065,Riverside,38.4464,-122.1945,155,21,polygon,FALSE,FALSE,America/Los_Angeles,3,94558,1840107629
Pomona,Pomona,CA,California,6037,Los Angeles,6037,Los Angeles,34.0585,-117.7626,152939,2571,polygon,FALSE,TRUE,America/Los_Angeles,2,91766 91767 91768 91769,1840107707
Stratford,Stratford,CA,California,6031,Kings,6031,Kings,36.1884,-119.8224,966,546,polygon,FALSE,FALSE,America/Los_Angeles,3,93266,1840113505
Lake Elsinore,Lake Elsinore,CA,California,6065,Riverside,6065,Riverside,33.6846,-117.3344,66411,670,polygon,FALSE,TRUE,America/Los_Angeles,3,92570 92532 92530,1840105701
Covina,Covina,CA,California,6037,Los Angeles,6037,Los Angeles,34.0903,-117.8817,48462,2662,polygon,FALSE,TRUE,America/Los_Angeles,2,91724 91722 91723,1840105692
Larkfield-Wikiup,Larkfield-Wikiup,CA,California,6097,Sonoma,6097,Sonoma,38.513,-122.7536,9184,668,polygon,FALSE,TRUE,America/Los_Angeles,3,95403,1840112586
Cayucos,Cayucos,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.4375,-120.8847,2847,354,polygon,FALSE,FALSE,America/Los_Angeles,3,93430,1840112036
Albany,Albany,CA,California,6001,Alameda,6001,Alameda,37.8898,-122.3018,20143,4347,polygon,FALSE,TRUE,America/Los_Angeles,2,94706,1840106210
Fallbrook,Fallbrook,CA,California,6073,San Diego,6073,San Diego,33.3693,-117.2258,31121,686,polygon,FALSE,FALSE,America/Los_Angeles,3,92028 92088,1840112152
Borrego Springs,Borrego Springs,CA,California,6073,San Diego,6073,San Diego,33.241,-116.3572,2077,18,polygon,FALSE,FALSE,America/Los_Angeles,3,92004,1840111935
Paramount,Paramount,CA,California,6037,Los Angeles,6037,Los Angeles,33.8977,-118.1652,54909,4482,polygon,FALSE,TRUE,America/Los_Angeles,2,90723,1840105746
Winterhaven,Winterhaven,CA,California,6025,Imperial,6025,Imperial,32.7372,-114.6378,183,290,polygon,FALSE,FALSE,America/Phoenix,3,92283,1840113452
Dos Palos,Dos Palos,CA,California,6047,Merced,06047|06019,Merced|Fresno,36.9854,-120.6337,7383,1558,polygon,FALSE,TRUE,America/Los_Angeles,3,93620,1840011460
Lake San Marcos,Lake San Marcos,CA,California,6073,San Diego,6073,San Diego,33.1197,-117.2089,4924,1113,polygon,FALSE,FALSE,America/Los_Angeles,3,92078,1840112562
Manteca,Manteca,CA,California,6077,San Joaquin,6077,San Joaquin,37.7934,-121.2266,98736,1467,polygon,FALSE,TRUE,America/Los_Angeles,3,95337 95336,1840106708
Kerman,Kerman,CA,California,6019,Fresno,6019,Fresno,36.7249,-120.0625,14869,1764,polygon,FALSE,TRUE,America/Los_Angeles,3,93630,1840106646
Nipomo,Nipomo,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.0323,-120.499,16706,434,polygon,FALSE,FALSE,America/Los_Angeles,3,93444,1840112910
San Dimas,San Dimas,CA,California,6037,Los Angeles,6037,Los Angeles,34.1082,-117.809,34326,881,polygon,FALSE,TRUE,America/Los_Angeles,3,91773 91768,1840105754
Loyola,Loyola,CA,California,6085,Santa Clara,6085,Santa Clara,37.3502,-122.098,3448,933,polygon,FALSE,FALSE,America/Los_Angeles,3,94024,1840112183
Buttonwillow,Buttonwillow,CA,California,6029,Kern,6029,Kern,35.4092,-119.4406,1517,84,polygon,FALSE,FALSE,America/Los_Angeles,3,93206,1840111977
Keswick,Keswick,CA,California,6089,Shasta,6089,Shasta,40.6135,-122.4606,449,51,polygon,FALSE,FALSE,America/Los_Angeles,3,96001,1840114566
Marina del Rey,Marina del Rey,CA,California,6037,Los Angeles,6037,Los Angeles,33.9765,-118.4486,9691,4362,polygon,FALSE,FALSE,America/Los_Angeles,2,90292,1840112212
Vincent,Vincent,CA,California,6037,Los Angeles,6037,Los Angeles,34.0982,-117.9238,17485,4585,polygon,FALSE,TRUE,America/Los_Angeles,2,91722 91702,1840113357
Greenhorn,Greenhorn,CA,California,6063,Plumas,6063,Plumas,39.903,-120.759,220,12,polygon,FALSE,FALSE,America/Los_Angeles,3,95971,1840112360
Santa Rosa Valley,Santa Rosa Valley,CA,California,6111,Ventura,6111,Ventura,34.2453,-118.9023,3456,192,polygon,FALSE,TRUE,America/Los_Angeles,3,93012,1840116503
Westhaven-Moonstone,Westhaven-Moonstone,CA,California,6023,Humboldt,6023,Humboldt,41.0447,-124.1023,1153,55,polygon,FALSE,TRUE,America/Los_Angeles,3,95570,1840113411
Creston,Creston,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.5173,-120.521,52,35,polygon,FALSE,FALSE,America/Los_Angeles,3,93432,1840117535
French Camp,French Camp,CA,California,6077,San Joaquin,6077,San Joaquin,37.8802,-121.2803,3710,463,polygon,FALSE,FALSE,America/Los_Angeles,3,95231,1840112292
Forest Meadows,Forest Meadows,CA,California,6009,Calaveras,6009,Calaveras,38.1664,-120.4052,1715,117,polygon,FALSE,FALSE,America/Los_Angeles,3,95247,1840112260
Davis,Davis,CA,California,6113,Yolo,6113,Yolo,38.5552,-121.7365,76524,2693,polygon,FALSE,TRUE,America/Los_Angeles,2,95618 95616 95617,1840011391
Hollister,Hollister,CA,California,6069,San Benito,6069,San Benito,36.8563,-121.3981,46183,2022,polygon,FALSE,TRUE,America/Los_Angeles,2,95023 95024,1840106594
El Rio,El Rio,CA,California,6111,Ventura,6111,Ventura,34.2453,-119.1568,7229,1379,polygon,FALSE,FALSE,America/Los_Angeles,3,93036,1840112100
Morro Bay,Morro Bay,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.3681,-120.8482,10635,771,polygon,FALSE,TRUE,America/Los_Angeles,3,93442 93443,1840107627
Monte Rio,Monte Rio,CA,California,6097,Sonoma,6097,Sonoma,38.4683,-123.0147,1009,204,polygon,FALSE,FALSE,America/Los_Angeles,3,95462 95486,1840112849
Cameron Park,Cameron Park,CA,California,6017,El Dorado,6017,El Dorado,38.6737,-120.9872,19706,677,polygon,FALSE,FALSE,America/Los_Angeles,3,95672 95682,1840111989
Lakeport,Lakeport,CA,California,6033,Lake,6033,Lake,39.0392,-122.9218,16614,601,polygon,FALSE,TRUE,America/Los_Angeles,3,95453,1840011413
Upper Lake,Upper Lake,CA,California,6033,Lake,6033,Lake,39.1653,-122.9052,964,221,polygon,FALSE,FALSE,America/Los_Angeles,3,95485,1840113326
Georgetown,Georgetown,CA,California,6017,El Dorado,6017,El Dorado,38.9111,-120.8356,2393,61,polygon,FALSE,FALSE,America/Los_Angeles,3,95634,1840112320
Malibu,Malibu,CA,California,6037,Los Angeles,6037,Los Angeles,34.0368,-118.7845,12877,250,polygon,FALSE,TRUE,America/Los_Angeles,3,90265,1840107955
Hartland,Hartland,CA,California,6107,Tulare,6107,Tulare,36.6518,-118.9553,0,0,polygon,FALSE,FALSE,America/Los_Angeles,3,93603,1840116485
Redondo Beach,Redondo Beach,CA,California,6037,Los Angeles,6037,Los Angeles,33.8574,-118.3766,67908,4230,polygon,FALSE,TRUE,America/Los_Angeles,2,90278 90277,1840105752
Lake Almanor West,Lake Almanor West,CA,California,6063,Plumas,6063,Plumas,40.2335,-121.202,183,30,polygon,FALSE,FALSE,America/Los_Angeles,3,96020,1840112543
Lamont,Lamont,CA,California,6029,Kern,6029,Kern,35.2651,-118.9159,15597,1311,polygon,FALSE,FALSE,America/Los_Angeles,3,93307 93241,1840112580
Bieber,Bieber,CA,California,6035,Lassen,6035,Lassen,41.1251,-121.1336,170,40,polygon,FALSE,FALSE,America/Los_Angeles,3,96009,1840114464
Moss Landing,Moss Landing,CA,California,6053,Monterey,6053,Monterey,36.8019,-121.7872,55,53,polygon,FALSE,FALSE,America/Los_Angeles,3,95039,1840112863
Anaheim,Anaheim,CA,California,6059,Orange,6059,Orange,33.839,-117.8573,352497,2704,polygon,FALSE,TRUE,America/Los_Angeles,2,92808 92806 92807 92804 92805 92802 92801 92803 92809 92812 92815 92816 92817 92825 92850 92899,1840105668
Mojave,Mojave,CA,California,6029,Kern,6029,Kern,35.0139,-118.1895,4222,27,polygon,FALSE,FALSE,America/Los_Angeles,3,93501 93502,1840112842
Camanche Village,Camanche Village,CA,California,6005,Amador,6005,Amador,38.2662,-120.9866,755,53,polygon,FALSE,FALSE,America/Los_Angeles,3,95640,1840114480
Julian,Julian,CA,California,6073,San Diego,6073,San Diego,33.0735,-116.5889,878,42,polygon,FALSE,FALSE,America/Los_Angeles,3,92036,1840112474
Bell Canyon,Bell Canyon,CA,California,6111,Ventura,6111,Ventura,34.2081,-118.6876,2150,228,polygon,FALSE,TRUE,America/Los_Angeles,3,91307,1840116478
Biggs,Biggs,CA,California,6007,Butte,6007,Butte,39.4132,-121.71,1711,1055,polygon,FALSE,TRUE,America/Los_Angeles,3,95917,1840011379
Florin,Florin,CA,California,6067,Sacramento,6067,Sacramento,38.4832,-121.4042,49226,2182,polygon,FALSE,FALSE,America/Los_Angeles,2,95828 95823,1840112252
Talmage,Talmage,CA,California,6045,Mendocino,6045,Mendocino,39.1314,-123.1648,1156,280,polygon,FALSE,FALSE,America/Los_Angeles,3,95482 95481,1840113545
Linda,Linda,CA,California,6115,Yuba,6115,Yuba,39.1242,-121.5421,19072,857,polygon,FALSE,FALSE,America/Los_Angeles,3,95961 95901,1840112621
Butte Valley,Butte Valley,CA,California,6007,Butte,6007,Butte,39.6571,-121.6363,695,14,polygon,FALSE,TRUE,America/Los_Angeles,3,95965,1840117273
West Carson,West Carson,CA,California,6037,Los Angeles,6037,Los Angeles,33.8229,-118.2931,22260,3793,polygon,FALSE,FALSE,America/Los_Angeles,2,90710 90502,1840113385
Fall River Mills,Fall River Mills,CA,California,6089,Shasta,6089,Shasta,41.0069,-121.4401,443,65,polygon,FALSE,FALSE,America/Los_Angeles,3,96028,1840112151
Claremont,Claremont,CA,California,6037,Los Angeles,6037,Los Angeles,34.1259,-117.7153,36015,1041,polygon,FALSE,TRUE,America/Los_Angeles,3,91711,1840105684
Pleasant Hill,Pleasant Hill,CA,California,6013,Contra Costa,6013,Contra Costa,37.954,-122.0759,34987,1909,polygon,FALSE,TRUE,America/Los_Angeles,3,94523,1840106881
Santa Ynez,Santa Ynez,CA,California,6083,Santa Barbara,6083,Santa Barbara,34.6151,-120.0944,4377,329,polygon,FALSE,FALSE,America/Los_Angeles,3,93463 93460,1840113238
Santa Clarita,Santa Clarita,CA,California,6037,Los Angeles,6037,Los Angeles,34.4155,-118.4992,309378,1235,polygon,FALSE,TRUE,America/Los_Angeles,2,91321 91351 91350 91355 91354 91387 91322 91382 91385 91386,1840107921
Derby Acres,Derby Acres,CA,California,6029,Kern,6029,Kern,35.244,-119.6039,320,34,polygon,FALSE,FALSE,America/Los_Angeles,3,93224,1840112665
Hanford,Hanford,CA,California,6031,Kings,6031,Kings,36.3264,-119.6544,92066,1273,polygon,FALSE,TRUE,America/Los_Angeles,3,93230,1840107464
Clearlake,Clearlake,CA,California,6033,Lake,6033,Lake,38.959,-122.6331,15751,574,polygon,FALSE,TRUE,America/Los_Angeles,3,95422 95424,1840106200
Morada,Morada,CA,California,6077,San Joaquin,6077,San Joaquin,38.0386,-121.2456,4478,579,polygon,FALSE,FALSE,America/Los_Angeles,3,95212,1840112855
Brea,Brea,CA,California,6059,Orange,6059,Orange,33.9254,-117.8654,42777,1355,polygon,FALSE,TRUE,America/Los_Angeles,3,92821 92823 92822,1840107307
Lake Arrowhead,Lake Arrowhead,CA,California,6071,San Bernardino,6071,San Bernardino,34.2531,-117.1945,10612,231,polygon,FALSE,FALSE,America/Los_Angeles,3,92378 92391 92385 92352 92321 92317,1840112544
Drytown,Drytown,CA,California,6005,Amador,6005,Amador,38.4382,-120.8565,201,21,polygon,FALSE,FALSE,America/Los_Angeles,3,95699,1840114522
Los Angeles,Los Angeles,CA,California,6037,Los Angeles,6037,Los Angeles,34.1139,-118.4068,12815475,3295,polygon,FALSE,TRUE,America/Los_Angeles,1,90291 90293 90292 91316 91311 90037 90031 90008 90004 90005 90006 90007 90001 90002 90003 90710 90089 91344 91345 91340 91342 91343 90035 90034 90036 90033 90032 90039 90247 90248 91436 91371 91605 91604 91607 91601 91602 90402 90068 90069 90062 90063 90061 90066 90067 90064 90065 91326 91324 91325 90013 90012 90011 90010 90017 90016 90015 90014 90019 90090 90095 90094 91042 91040 91411 91352 91356 90041 90042 90043 90044 90045 90046 90047 90048 90049 90018 91423 90210 91303 91304 91306 91307 90079 90071 90077 90059 91608 91606 91331 91330 91335 90026 90027 90024 90025 90023 90020 90021 90028 90029 90272 90732 90731 90230 91406 91405 91403 91402 91401 91367 91364 90038 90057 90058 90744 90501 90502 90009 90030 90050 90051 90053 90054 90055 90060 90070 90072 90074 90075 90076 90078 90080 90081 90082 90083 90084 90086 90087 90088 90093 90099 90134 90189 90213 90294 90295 90296 90733 90734 90748 91041 91043 91305 91308 91309 91313 91327 91328 91329 91333 91334 91337 91346 91353 91357 91365 91392 91393 91394 91395 91396 91404 91407 91408 91409 91410 91412 91413 91416 91426 91470 91482 91495 91496 91499 91603 91609 91610 91611 91612 91614 91615 91616 91617 91618,1840107920
Smartsville,Smartsville,CA,California,6115,Yuba,6115,Yuba,39.2053,-121.2928,140,75,polygon,FALSE,FALSE,America/Los_Angeles,3,95977,1840117593
Calipatria,Calipatria,CA,California,6025,Imperial,6025,Imperial,33.1493,-115.5056,7558,788,polygon,FALSE,TRUE,America/Los_Angeles,3,92233,1840105681
Esparto,Esparto,CA,California,6113,Yolo,6113,Yolo,38.6934,-122.0241,3732,313,polygon,FALSE,FALSE,America/Los_Angeles,3,95627,1840112128
Manchester,Manchester,CA,California,6045,Mendocino,6045,Mendocino,38.9743,-123.691,168,24,polygon,FALSE,FALSE,America/Los_Angeles,3,95459,1840117561
Monmouth,Monmouth,CA,California,6019,Fresno,6019,Fresno,36.5656,-119.7405,160,200,polygon,FALSE,FALSE,America/Los_Angeles,3,93725,1840117565
Rio Dell,Rio Dell,CA,California,6023,Humboldt,6023,Humboldt,40.5024,-124.1105,4127,576,polygon,FALSE,TRUE,America/Los_Angeles,3,95540 95562,1840011470
Princeton,Princeton,CA,California,6011,Colusa,6011,Colusa,39.4029,-122.0212,287,60,polygon,FALSE,FALSE,America/Los_Angeles,3,95970,1840114637
Mountain View Acres,Mountain View Acres,CA,California,6071,San Bernardino,6071,San Bernardino,34.4976,-117.3472,3869,940,polygon,FALSE,FALSE,America/Los_Angeles,3,92392,1840112871
Lake of the Pines,Lake of the Pines,CA,California,6057,Nevada,6057,Nevada,39.0378,-121.0642,4193,1082,polygon,FALSE,FALSE,America/Los_Angeles,3,95602,1840112559
Yolo,Yolo,CA,California,6113,Yolo,6113,Yolo,38.7405,-121.8093,402,112,polygon,FALSE,FALSE,America/Los_Angeles,3,95697 95695,1840114704
Penn Valley,Penn Valley,CA,California,6057,Nevada,6057,Nevada,39.1954,-121.1942,1892,344,polygon,FALSE,FALSE,America/Los_Angeles,3,95946,1840113024
McKittrick,McKittrick,CA,California,6029,Kern,6029,Kern,35.2981,-119.6249,145,21,polygon,FALSE,FALSE,America/Los_Angeles,3,93251,1840112236
Soulsbyville,Soulsbyville,CA,California,6109,Tuolumne,6109,Tuolumne,37.9917,-120.2617,2348,301,polygon,FALSE,FALSE,America/Los_Angeles,3,95372,1840112755
Thousand Oaks,Thousand Oaks,CA,California,6111,Ventura,6111,Ventura,34.1914,-118.8755,218729,901,polygon,FALSE,TRUE,America/Los_Angeles,2,91320 91360 91361 91362 91319 91358 91359,1840107843
Fairmead,Fairmead,CA,California,6039,Madera,6039,Madera,37.0775,-120.1937,2005,100,polygon,FALSE,FALSE,America/Los_Angeles,3,93610,1840114531
Grover Beach,Grover Beach,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.1204,-120.6199,13628,2275,polygon,FALSE,TRUE,America/Los_Angeles,2,93433 93483,1840105782
Westmorland,Westmorland,CA,California,6025,Imperial,6025,Imperial,33.0389,-115.6223,2284,1494,polygon,FALSE,TRUE,America/Los_Angeles,3,92281,1840105775
West Bishop,West Bishop,CA,California,6027,Inyo,6027,Inyo,37.3571,-118.4542,2923,128,polygon,FALSE,FALSE,America/Los_Angeles,3,93514,1840113384
Lebec,Lebec,CA,California,6029,Kern,6029,Kern,34.845,-118.8992,1557,39,polygon,FALSE,FALSE,America/Los_Angeles,3,93243,1840112604
Crows Landing,Crows Landing,CA,California,6099,Stanislaus,6099,Stanislaus,37.3947,-121.0843,209,25,polygon,FALSE,FALSE,America/Los_Angeles,3,95360 95313,1840114508
Hardwick,Hardwick,CA,California,6031,Kings,6031,Kings,36.4026,-119.7207,59,164,polygon,FALSE,FALSE,America/Los_Angeles,3,93230,1840117547
Pine Hills,Pine Hills,CA,California,6023,Humboldt,6023,Humboldt,40.7313,-124.1551,2986,113,polygon,FALSE,FALSE,America/Los_Angeles,3,95503,1840113036
Gold River,Gold River,CA,California,6067,Sacramento,6067,Sacramento,38.6268,-121.2487,7460,1083,polygon,FALSE,FALSE,America/Los_Angeles,3,95670,1840112334
Mill Valley,Mill Valley,CA,California,6041,Marin,6041,Marin,37.9085,-122.542,14355,1163,polygon,FALSE,TRUE,America/Los_Angeles,3,94941 94942,1840106752
Topaz,Topaz,CA,California,6051,Mono,6051,Mono,38.6587,-119.5274,183,23,polygon,FALSE,FALSE,America/Los_Angeles,3,96133,1840106048
Glendale,Glendale,CA,California,6037,Los Angeles,6037,Los Angeles,34.1818,-118.2468,203054,2572,polygon,FALSE,TRUE,America/Los_Angeles,2,91210 91214 91046 91201 91204 91208 91203 91202 91205 91207 91206 91020 91209 91221 91222 91225 91226,1840107446
Pixley,Pixley,CA,California,6107,Tulare,6107,Tulare,35.9769,-119.2889,4008,496,polygon,FALSE,FALSE,America/Los_Angeles,3,93256,1840113048
Santa Rosa,Santa Rosa,CA,California,6097,Sonoma,6097,Sonoma,38.4458,-122.7067,321908,1591,polygon,FALSE,TRUE,America/Los_Angeles,2,95404 95409 95403 95401 95407 95405 95406,1840106976
Whitley Gardens,Whitley Gardens,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.6571,-120.5068,293,82,polygon,FALSE,FALSE,America/Los_Angeles,3,93446,1840114702
Richgrove,Richgrove,CA,California,6107,Tulare,6107,Tulare,35.7966,-119.1069,2923,2496,polygon,FALSE,FALSE,America/Los_Angeles,2,93261,1840113132
Los Banos,Los Banos,CA,California,6047,Merced,6047,Merced,37.0631,-120.8405,39122,1513,polygon,FALSE,TRUE,America/Los_Angeles,3,93635,1840011418
Volta,Volta,CA,California,6047,Merced,6047,Merced,37.0875,-120.9235,231,20,polygon,FALSE,FALSE,America/Los_Angeles,3,93635,1840114696
Fillmore,Fillmore,CA,California,6111,Ventura,6111,Ventura,34.399,-118.9181,15895,1815,polygon,FALSE,TRUE,America/Los_Angeles,3,93015 93016,1840105706
Bret Harte,Bret Harte,CA,California,6099,Stanislaus,6099,Stanislaus,37.6021,-121.0045,5367,3766,polygon,FALSE,TRUE,America/Los_Angeles,2,95358,1840111948
Brentwood,Brentwood,CA,California,6013,Contra Costa,6013,Contra Costa,37.9356,-121.719,62433,1622,polygon,FALSE,TRUE,America/Los_Angeles,3,94513,1840011381
Shasta Lake,Shasta Lake,CA,California,6089,Shasta,6089,Shasta,40.679,-122.3775,10190,360,polygon,FALSE,TRUE,America/Los_Angeles,3,96003 96019 96089,1840107918
Cutten,Cutten,CA,California,6023,Humboldt,6023,Humboldt,40.7657,-124.1446,2907,867,polygon,FALSE,FALSE,America/Los_Angeles,3,95503,1840112643
Mead Valley,Mead Valley,CA,California,6065,Riverside,6065,Riverside,33.8333,-117.2852,20402,412,polygon,FALSE,FALSE,America/Los_Angeles,3,92570,1840114597
Nicolaus,Nicolaus,CA,California,6101,Sutter,6101,Sutter,38.8981,-121.5729,185,22,polygon,FALSE,FALSE,America/Los_Angeles,3,95659,1840114612
